COD_LINH	NUM_SUBL	NUM_PONT_CTRL_ORIG	NUM_SEQU_ITIN	NUM_SEQU_PONT	NOM_LINH	NOM_SUBL	DES_PONT_CTRL	NOM_MUNC	TIP_LOGR	NOM_LOGR	NUM_IMOV	DAT_VIGE_ESPF
102	1	1	6	40	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1789	12/12/2008
102	1	1	6	50	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1525	12/12/2008
102	1	1	6	60	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1235	12/12/2008
102	1	1	6	70	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	960	12/12/2008
102	1	1	6	80	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	365	12/12/2008
102	1	1	6	90	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	55	12/12/2008
102	1	1	9	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DOUTOR ALIPIO GOULART	76	12/12/2008
102	1	1	10	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	331	12/12/2008
102	1	1	10	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	57	12/12/2008
102	1	1	11	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PALMIRA	791	12/12/2008
102	1	1	11	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PALMIRA	657	12/12/2008
102	1	1	12	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PROFESSOR ESTEVAO PINTO	427	12/12/2008
102	1	1	13	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	MONTE ALEGRE	162	12/12/2008
102	1	1	14	5	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	432	12/12/2008
102	1	1	14	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	650	12/12/2008
102	1	1	14	40	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	788	12/12/2008
102	1	1	14	50	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	1014	12/12/2008
102	1	1	14	60	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	1206	12/12/2008
102	1	1	15	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	358	12/12/2008
102	1	1	15	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	530	12/12/2008
102	1	1	15	40	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	774	12/12/2008
102	1	1	22	10	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	540	12/12/2008
102	1	1	50	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	FLOR DE MAIO	270	12/12/2008
102	1	1	50	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	FLOR DE MAIO	392	12/12/2008
102	1	1	70	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1788	12/12/2008
102	1	1	70	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	2240	12/12/2008
102	1	1	80	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	PRINCIPAL	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	SAO MIGUEL ARCANJO	1	12/12/2008
102	2	1	5	10	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	SAO MIGUEL ARCANJO	1	12/12/2008
102	2	1	10	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	2325	12/12/2008
102	2	1	10	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1983	12/12/2008
102	2	1	10	40	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1789	12/12/2008
102	2	1	12	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	SAO JOAO	2020	12/12/2008
102	2	1	14	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	365	12/12/2008
102	2	1	14	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	55	12/12/2008
102	2	1	40	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DOUTOR ALIPIO GOULART	76	12/12/2008
102	2	1	50	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	331	12/12/2008
102	2	1	50	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	57	12/12/2008
102	2	1	60	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PALMIRA	791	12/12/2008
102	2	1	60	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PALMIRA	657	12/12/2008
102	2	1	70	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	PROFESSOR ESTEVAO PINTO	427	12/12/2008
102	2	1	80	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	MONTE ALEGRE	162	12/12/2008
102	2	1	90	10	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	432	12/12/2008
102	2	1	90	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	650	12/12/2008
102	2	1	90	35	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	788	12/12/2008
102	2	1	90	40	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	1014	12/12/2008
102	2	1	90	50	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DO OURO	1206	12/12/2008
102	2	1	100	10	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	358	12/12/2008
102	2	1	100	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	530	12/12/2008
102	2	1	100	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	CARACA	774	12/12/2008
102	2	1	140	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	DESEMBARGADOR MARIO MATTOS	540	12/12/2008
102	2	1	170	30	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	BANDONION	270	12/12/2008
102	2	1	200	10	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	1788	12/12/2008
102	2	1	200	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	NOSSA SENHORA DE FATIMA	2240	12/12/2008
102	2	1	210	20	NOSSA SENHORA DE FATIMA/HOSPITAL EVANGELICO	ATENDIMENTO A AV. CARDOSO VIA RUA SAO JOAO	NOSSA SENHORA DE FATIMA	BELO HORIZONTE	RUA	SAO MIGUEL ARCANJO	1	12/12/2008
103	1	1	5	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR ARGEMIRO RESENDE COSTA	190	11/02/2013
103	1	1	30	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	ISAURO MASCARENHAS GUEDES	325	11/02/2013
103	1	1	40	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	REGENCIA	113	11/02/2013
103	1	1	40	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	REGENCIA	51	11/02/2013
103	1	1	70	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SERENATA	115	11/02/2013
103	1	1	70	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SERENATA	49	11/02/2013
103	1	1	80	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	BELA VISTA	54	11/02/2013
103	1	1	90	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	569	11/02/2013
103	1	1	90	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	521	11/02/2013
103	1	1	90	40	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	455	11/02/2013
103	1	1	90	50	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	349	11/02/2013
103	1	1	90	60	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	225	11/02/2013
103	1	1	100	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	CABRALIA	171	11/02/2013
103	1	1	110	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	POUSO ALTO	433	11/02/2013
103	1	1	130	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DO OURO	432	11/02/2013
103	1	1	140	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SENADOR POMPEO	212	11/02/2013
103	1	1	160	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	POUSO ALTO	757	11/02/2013
103	1	1	170	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	CABRALIA	156	11/02/2013
103	1	1	180	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	110	11/02/2013
103	1	1	180	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	226	11/02/2013
103	1	1	180	40	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	326	11/02/2013
103	1	1	180	50	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	498	11/02/2013
103	1	1	180	60	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	532	11/02/2013
103	1	1	180	70	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR CAMILO ANTONIO NOGUEIRA	660	11/02/2013
103	1	1	200	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SERENATA	42	11/02/2013
103	1	1	230	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	REGENCIA	62	11/02/2013
103	1	1	240	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	ISAURO MASCARENHAS GUEDES	210	11/02/2013
103	1	1	240	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	ISAURO MASCARENHAS GUEDES	322	11/02/2013
103	1	1	250	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	ASSIMA HATEM BORJAILI	452	11/02/2013
103	1	1	260	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR ARGEMIRO RESENDE COSTA	65	11/02/2013
103	1	1	270	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SAINT-CLAIR VALADARES	5	11/02/2013
103	1	1	280	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	CASTELO NOVO	37	11/02/2013
103	1	1	290	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	MARIA CARMEM VALADARES	545	11/02/2013
103	1	1	310	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	EUCLASIO	673	11/02/2013
103	1	1	320	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	GREGORIO DE MATOS	98	11/02/2013
103	1	1	330	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	NISIO BATISTA DE OLIVEIRA	295	11/02/2013
103	1	1	330	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	NISIO BATISTA DE OLIVEIRA	593	11/02/2013
103	1	1	340	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	RENE RENAULT	20	11/02/2013
103	1	1	350	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR JOSE SEVERINO LIMA JUNIOR	105	11/02/2013
103	1	1	360	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	SAINT-CLAIR VALADARES	35	11/02/2013
103	1	1	370	20	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR ARGEMIRO RESENDE COSTA	52	11/02/2013
103	1	1	370	30	VILA CAFEZAL/RUA POUSO ALTO	PRINCIPAL	VILA CAFEZAL	BELO HORIZONTE	RUA	DOUTOR ARGEMIRO RESENDE COSTA	190	11/02/2013
